ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,"Joined
Format:",Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted ,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,,,,,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
35-174,29/03/23 22:51:37,https://twitter.com/Jonskietwenty6/status/1115221764152287233,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@Jonskietwenty6,Jonskie26,"Nagiisip ng maging vlogger😛🤪😜😝, continually seeking wisdom. Filipino ako pinagmamalaki ko!",Anonymous,18-Sep,549,290,"Calabarzon, Philippines","AQUINO LEGACY! 
Mahjong Queen Cory: contractualization
Benigno SHADOW Anino III: K12 
Bonus: hacienda luisita massacre,  saf44,kidapawan massacre,  luneta hostage tragedy, yolanda relief,  you are considered luck if your kids was safe from Dengvaxia.  
#LPNOMORE",,Text,4/8/19 19:56,https://drive.google.com/file/d/1_-Rxg4uNVWXpt8wyVE0s8ZzOfJie5KPa/view?usp=sharing,Rational ,8,0,5,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",,,,,,,,Spooky-Gorilla,,
35-175,29/03/23 23:03:14,https://twitter.com/egsyrey_24/status/982279885782532097,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@egsyrey_24,koya_eggy,N/A,Anonymous,14-Aug,433,853,N/A,"Endo...kailangan ng legislation, pinayagan kasi ng Cory Constitution ang CONTRACTUALIZATION....Read your history books",,"Text, reply",4/6/18 23:32,https://drive.google.com/file/d/1PT9HOK3JTFrfO2y5RNC_i2dc90njAo6g/view?usp=sharing,Rational ,4,1,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to:   https://twitter.com/BoomBuencamino/status/982278492170547200,,,,,,,Spooky-Gorilla,,
35-176,29/03/23 23:08:50,https://twitter.com/darwinHeat/status/1526836278561771521,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,EDSA fake,@darwinHeat,darwin cabutihan,"MALE,working in Jeddah KSA. 44yrs old.",Identified,12-Jun,1703,759,"Jeddah, Saudi Arabia","The 1986 Edsa Fake revolution was not a representation of the Filipino people. 
Dare defy the will of the Filipino - 31 Million strong. 
When we take to the streets - truly all hell will break lose.",,"Text, reply",18/05/22 16:05,https://drive.google.com/file/d/1S18I4P7PtArTgMjZWCrP8YNZRAqMzpKm/view?usp=sharing,Rational ,13,0,3,0,,FALSE,The EDSA people power revolution is a real revolution and almost 2 million people joined the protest to be freed from Marcos dictatorship.,This tweet is a reply to:   https://twitter.com/bernallene/status/1526830810883448832,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY""
This is possibly an attempt to circumvent the automatic formatting in Google Sheets."
35-177,29/03/23 23:20:08,https://twitter.com/actually_yui/status/724192136191594497,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@actually_yui,✿,"Auditor, Institute of Health Sciences and Nursing Student Council | Licensed Financial Advisor | BS Medtech 💉",Anonymous,14-Nov,598,858,Philippines,Si Cory nagpasimuno ng contractualization eh tsk.. Daming alam palpak naman 🙄,,Text,24/04/16 19:03,https://drive.google.com/file/d/15Ho9L1bJoxiYIYf25C9-vW5cAkWS7fXj/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled","Location=""FEU MNL""
Tweet is emotional too."
35-178,30/03/2023 9:06:46,https://twitter.com/LGamulo/status/1542975818070368261,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory revised History books and Marcos,@LGamulo,lauro gamulo,N/A,Identified,16-Oct,868,728,N/A,History books your face. The old history books were phase out and revised by cory admin. Thats why text books in school were changed when she grabbed marcos power. Thats the text books you have read which is far more diff from the text book we had before moron.,,"Text, Reply",7/2/22 4:57,https://drive.google.com/file/d/1-qhE1pIJQwTj0SN8TiAUrkiBPl25Ms-q/view?usp=sharing,Rational ,1,0,0,0,,FALSE,There is no proof that Cory revised history books to disparge the Marcoses.,This tweet is a reply to: https://twitter.com/WinwinEklabu/status/1541858093088112640,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled, Incorrect format","Account bio=""N/A""
Location=""N/A""
Tweet is emotional too.
Date posted switched day and month."
35-179,30/03/2023 9:17:36,https://twitter.com/epubalde/status/1497019841542197260,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory Aquino and PAL,@epubalde,Edwin Paul Ubalde,P A D A Y U N ❤️,Identified,12-Nov,1582,879,Philippines,"Sino ba ang nag benta ng ari arian ng Gobyerno? diba si Cory Aquino na bayani niyo! 
Meralco, PAL at Petron saan niya binenta diba sa Pamilya niya lang? sino ba ang nagmamahal sa Bayan? 
Gumising nga kayo! 🤣
 #EDSA36",,Text,25/02/22 09:25,https://drive.google.com/file/d/19foG-1N-4SZI5PY8v_DZGzYmxRHtP_Bz/view?usp=sharing,Emotional,1,0,0,0,,NEED CONTEXT,"Through a presidential decree, Marcos laid down the foundation for the sale and disposition of government assets in order to manage the growing debt. Aquino further implemented it through the Philippine privatization program.",,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-180,30/03/2023 9:56:11,https://twitter.com/Qazzaz456/status/1364757566430019587,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Marcos kidnapped,@Qazzaz456,Khartoum542,N/A,Anonymous,20-Apr,544,439,Philippines,"35 years ago
Former President Ferdinand E.Marcos was kidnapped by the CIA bringing him to Hawaii
@Paps_Caloy
@LakasNgTimog",,Text,25/02/21 10:02,https://drive.google.com/file/d/1zF2pMUgdcmR6K0mqzZmbaIeWdxW4cLDd/view?usp=sharing,Rational ,2,0,0,0,,FALSE,Marcos was persuaded to leave the country by accepting the Americans’ offer to leave Malacañang without having a clear destination yet. He then took a helicopter to Clark for his departure to US.,,,,,,,,Spotty-Baboon,Incomplete data,"Account bio=""N/A""
Joined date is wrong."
35-181,30/03/2023 10:08:16,https://twitter.com/fro_126/status/972766704802631680,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@fro_126,FRO. Accustrip,Male,Anonymous,11-Aug,244,155,Saudi Arabia,Oh no it is not Duterte who implement Endo or contractualization. It is santa cory's legacy. Sino bang istupido ang nagbukas nang kweba ni tonyo bat nakalabas yan.,,"Text, Reply",3/11/18 17:30,https://drive.google.com/file/d/1wenOWSnRoA5novY3ahd5oMmawd145rzE/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to: a deleted tweet,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format, Mislabled","Date posted switched day and month.
Tweet is emotional too."
35-182,30/03/2023 10:27:18,https://twitter.com/marigold2007/status/764665883767603201,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@marigold2007,marigold2007,N/A,Anonymous,9-Sep,1029,38,N/A,sino ba ang may-ari ng mga malalaking establishments ngayon majority. At sa panahon ni Cory ngsimula ang contractualization,,"Text, Reply",14/08/16 11:32,https://drive.google.com/file/d/1PSQ0NPo8K1EJCDuJpSmIfRnONiUmwxKW/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to: https://twitter.com/teddyboylocsin/status/764663207420047365,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-183,30/03/2023 10:31:42,https://twitter.com/nelcabz/status/1123583131091709953,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@nelcabz,ManoySenoAdventure,The Official Twitter Account of ManoySenoAdventure.,Identified,10-Nov,222,108,"Davao, Philippines","Nasa panahon ni Cory Aquino ang Contractualization Law sa mga Workers natin. Hindi si Duterte ang magbabago sa batas na yan kundi ang kongreso! Ano ginawa ni Drilon, Bam Aquino, Alejano, Trillanes, Colmenares sa congress?",,Text,5/1/19 21:41,https://drive.google.com/file/d/1LKjrHISyvdRsQ3F28_ozLlnc0td8hcxC/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted switched day and month.
35-184,30/03/2023 10:43:55,https://twitter.com/CostanCorazon/status/1494935280091992066,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@CostanCorazon,Corazon Costan,N/A,Identified,16-Feb,56,4,"Davao, Philippines",Ka leody it was not Marcos who approved for contractualization but your favorite cory aquino. It was also your cory who encourages the capitalists to the country. It was also in her term wherein creation of union were discourage per recommendation of the capitalists,,"Text, Reply",19/02/22 15:21,https://drive.google.com/file/d/1JM2TNu4a61uLYJLFtlsfk7BdMjQJbvDx/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to: https://twitter.com/cnnphilippines/status/1494565172278558720,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-185,30/03/2023 10:53:22,https://twitter.com/GobHenMiguelLDL/status/1123544292822110208,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@GobHenMiguelLDL,☀️Xенерал-губернатор☀️ Miguel Lopez De Legazpi,El Primero Gobernador Heneral De La Isla Filipinas....,Anonymous,17-Mar,1351,1416,"California, USA","Nakiki-isa ako sa hangarin nyo pong ito, Pero dahil po kay Santo Cory nyo po kung bakit nagkaroon ng contractualization at si Herrera ang may pakana nito sinang ayunanng mga gahamang FFCCI dahil mismong si cory ay intsik, at pinalawig ang karapatang magdikta ng mga oligarchs.",,"Text, Quote tweet",5/1/19 19:06,https://drive.google.com/file/d/1Tqfic9-uF-W_qvfN8eevm7pXH0CtU_NM/view?usp=sharing,Rational ,28,3,16,1,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet quotes the tweet: https://twitter.com/lenirobredo/status/1123400653668098049,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted switched day and month.
35-186,30/03/2023 11:02:44,https://twitter.com/Tam85089306/status/1102430483735105536,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@Tam85089306,Tam tim,Patriot,Identified,19-Jan,41,1,Philippines,Huwag kalimutan na si Cory ang nagpatupad ng contractualization. Para sa kanyang mga cronies at oligarchs,,"Text, Reply",3/4/19 12:48,https://drive.google.com/file/d/1ruq_f9fll5deHDhLyFpg3UX896XnhshO/view?usp=sharing,Rational ,0,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to: https://twitter.com/inquirerdotnet/status/1102364885634166784,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted switched day and month.
35-187,30/03/2023 11:07:24,https://twitter.com/r_dranreb007/status/1441770393337942019,35,James Daniel P. Ducay,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Cory contractualization,@r_dranreb007,Zorojuro - Aku Soku Zan 悪即斬,"Ampapaitan ng Pinklawans🤣
#AngPaitMoLenlen
#KillEvilInstantly",Anonymous,17-Oct,1224,903,N/A,"Walang Contractualization during FEM. Noong si Cory na, puro endo. Kaya mga Tito ko nawalan ng work noong tumagal kasi kakaulit ng contract sa work, dumating yung time na overage na sila sa qualifications na posted ng companies.",,"Text, Reply",25/09/21 22:23,https://drive.google.com/file/d/1f52q-c6-Ty-TKCsHvPH7krO8cgXV6ZAU/view?usp=sharing,Rational ,5,0,0,0,,FALSE,"It was Marcos that signed Presidential Decree No. 442 in 1974, which allowed businesses to employ contractual workers.",This tweet is a reply to: a suspended account,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-188,30/03/23 18:53:03,https://twitter.com/davidon128/status/1460125307801722885,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@davidon128,Joenard Damiles Davidon,Can't shut up no more. Grabe dami pala talaga nilang mga dilaw na tae d2! MAKIKISAWSAW NA AKO! #SolidDDS #NasaPusoKoAngPangulo #BBMIsMyPresident2022,Identified,12-Mar,177,108,N/A,"My point is clear! Unsay di klaro ato? The deception of fake edsa rev is done! Over! Thanks to socmed, we don't believe the shows of bias media anymore. Cry all you want, you can't stop this change for the better. Loslos ninyo tanan!",,"Text, Reply",15/11/21 13:59,https://drive.google.com/file/d/12hnx3rGwM80or_RfOGamnD62WrY-1Zkr/view?usp=share_link,Rational ,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,This tweet is part of a thread and is a reply to https://twitter.com/chreiestein/status/1450320786527383554,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled",Tweet is emotional too.
35-189,30/03/23 22:23:47,https://twitter.com/DaddysGirlPH/status/1548631425498329088,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@DaddysGirlPH,Daddy’s Girl,“The wise warrior avoids the battle.” - Sun Tzu,Anonymous,21-Dec,694,594,Philippines,"“Get them out of the Philippines!” said the mahjong playing housewife who was IN HIDING at a convent in Cebu, the entire time Edsa 1 was happening. 🙄🙄🙄 PS: She DID NOT WIN in the 1986 election btw.",,Text,17/07/22 19:31,https://drive.google.com/file/d/17V4dQg1qEtjYbu0kLrvncHkxS801-rx3/view?usp=share_link,Rational,279,0,92,5,,FALSE,"Cory and Laurel resumed the Civil Disobedience Campaign against the Marcos regime in Fuente Osmeña Circle in uptown Cebu City, and they were joined by thousands of Cebuanos who showed and expressed their support to the Cory-Laurel tandem by also conducting an indignation rally.",,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted typo.
35-190,30/03/23 22:36:47,https://twitter.com/doliealviola/status/1550680628177567744,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@doliealviola,Dolores / ᴹᴬᴵᴺᴱ/ᴬʳᴹᴸ💟ᵛᵉʳˢ ᴳʳᵒᵘᵖ²,💓,Anonymous,18-Feb,528,730,N/A,During the fake edsa the biggest chismosos/chismosas were Inquirer n Malaya...,,Text,23/07/22 11:14,https://drive.google.com/file/d/1hGl2VZQdLLUNWhYqtDCU_-ZHHqcixMLW/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled",Tweet is a reply.
35-191,30/03/23 22:45:12,https://twitter.com/olansamson/status/1534055470629294081,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@olansamson,Olan Samson,"OFW, enjoying contemporary  things, with passion for simplicity and elegance...",Identified,11-Jan,402,116,"Zurich, Switzerland",All what you had said is the reflections of what the yellow cult did after the 1986 fake EDSA revolution . . .,,"Text, Reply",6/7/22 14:11,https://drive.google.com/file/d/1tf1N69Aj-FuYDi38SG9ra-rz8rdRLTnf/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy.  https://cebudailynews.inquirer.net/365044/cebu-and-the-days-leading-to-the-edsa-people-power-revolution#ixzz7xS5X321r,This tweet is a reply to https://twitter.com/gangbadoy/status/1533677567194017794,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted switched day and month.
35-192,30/03/23 22:48:26,https://twitter.com/7silentmajority/status/1521385854706405376,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@7silentmajority,The Unforgiving,I am a private citizen who is against anyone who wants to bring my country down. Mutes low quality wokes. (Not me on DP. Duh.),Anonymous,16-Nov,132,3284,N/A,"Some of these kakampinks don't even know what they're fighting for. They just want to re-live that fake ""EDSA Victory"" over a ""dictator"". 🙄🙄🙄",,Text,5/3/22 15:07,https://drive.google.com/file/d/1OotUG_ms_ZAE7yxN1ALkuXrYk75--Ijz/view?usp=share_link,Emotional,99,5,14,1,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted switched day and month.
35-193,30/03/23 22:56:26,https://twitter.com/lukachulukachu/status/1530189792872374276,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@lukachulukachu,Lukachulukachu❤💚,An observer,Anonymous,22-Mar,487,333,N/A,It's about time the world knows the REAL STORY. Mas nakaka hiya yung BUDOL NG FAKE EDSA PEOPLE POWER,,"Text, Reply",27/05/22 22:10,https://drive.google.com/file/d/1SdxnqjhBXbXwzPnd_KbELmLrsd9lhwmS/view?usp=share_link,Emotional,0,1,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled",Tweet is rational too.
35-194,30/03/23 23:02:13,https://twitter.com/Deemcma76111219/status/967719411447664645,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@Deemcma76111219,lucky 7,N/A,Anonymous,15-Oct,190,437,N/A,@cnnphilippines NOT ALL FILIPINOS ARE CELEBRATING with this FOOLED EDSA PEOPLE POWER! ALL ARE LIES AFTER LIES by the CORRUPT OFFICIALS AND POLITICIANS especially by CORY AQUINO CLAN AND FAMILIES STOP THIS BULL$T FAKE EDSA REVOLUTIONS! Filipinos no longer BELIEVED your propaganda,,"Text, Quote tweet",25/02/18 19:14,https://drive.google.com/file/d/1c3Xgw61XB2T8OSkfZfOz5WMYhJKf4YMQ/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,This tweet quotes https://twitter.com/cnnphilippines/status/967702636098027520,,,,,,,Spotty-Baboon,"Incorrect format, Mislabeled",Tweet is emotional too.
35-195,30/03/23 23:04:23,https://twitter.com/KhennesSad/status/1292018724094976005,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@KhennesSad,Khennes,N/A,Anonymous,20-Aug,81,12,N/A,"Philippine politics is messed up ever since the ""Fake EDSA Revolution"" happened",,Text,8/8/20 16:44,https://drive.google.com/file/d/1015Xv9UrnxELWK-N2NLPx8jdH8Uq8GLb/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-196,30/03/23 23:11:34,https://twitter.com/TanyaAl10/status/1223153371323912192,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@TanyaAl10,Tanya Al,"I love learning about other cultures, and listening to music.",Anonymous,19-Dec,19,0,N/A,People power 3? Like the fake EDSA revolution back in 1987? LOL,,"Text, Reply",31/01/20 15:57,https://drive.google.com/file/d/1bKf9ZuWX-a1gxUkPhejniVK_GB7OKDe0/view?usp=share_link,Emotional,3,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,Incorrect format,"For 176-200:
Joined format is wrong, but in my opinion should gain merit for being consistent ""MM/ YY"""
35-197,30/03/23 23:14:10,https://twitter.com/CTvxq2/status/1543850508028301312,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@CTvxq2,Andrea**,lgbtqrstuvwxyz,Anonymous,21-Feb,1369,178,N/A,NAPAKATANGA MO PALA EH. BAKIT HINDI MO TANUNGIN YUNG MGA DATING ANTI-MARCOS NA PUMUNTA NOON SA FAKE EDSA REVOLUTION? SILA ANG EBIDENSYA NA KARAMIHAN SA PUMUNTA NOON SA EDSA AY MGA HAKOT!,,"Text, Reply",7/4/22 14:53,https://drive.google.com/file/d/1ND9jXnWH5rIIRlKe-I7344oknRnfdA_v/view?usp=share_link,Rational,0,0,0,1,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,This tweet is part of a thread and a reply to https://twitter.com/MicroDiaryy/status/1543849940312793089,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format, Mislabled","Date posted switched day and month.
Tweet is emotional too."
35-198,30/03/23 23:17:13,https://twitter.com/leonita_ortega/status/1542066892470644736,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@leonita_ortega,Mizchevous Kitten,Just keep moving forward,Anonymous,21-Oct,620,541,"Cebu, Philppines",Fake Edsa hahaha si Cory didto sa Carmelite sa Mabolo nagtago pag EDSA. Walay bisa ang inyong EDSA sa karong panahon. Nahigmata na ang mga tawo sa mga dautang gibuhat sa pamilyang Aquino og mga official sa Liberal Party. Kan-a na ang inyong fake revolution.,,"Text, Reply",29/06/22 16:46,https://drive.google.com/file/d/1O0idDxAuG2lVlUZ8RpWLFjlKW8kxMiEF/view?usp=share_link,Rational,0,1,0,0,,FALSE,"The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. Cory and Laurel resumed the Civil Disobedience Campaign against the Marcos regime in Fuente Osmeña Circle in uptown Cebu City, and they were joined by thousands of Cebuanos who showed and expressed their support to the Cory-Laurel tandem by also conducting an indignation rally.",This tweet is part of a thread and a reply to https://twitter.com/MLabs6/status/1541751673118687232,,,,,,,Spotty-Baboon,"Mislabeled, Incorrect format, Mislabeled","Account handle is a name.
Tweet is emotional too."
35-199,30/03/23 23:24:03,https://twitter.com/YolandaQueens/status/1163969051950927872,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@YolandaQueens,Y O L A N D A,N/A,Anonymous,18-Mar,776,45,N/A,Here we go again! Celebrating a national traitor of the Philippines! Ninoy Aquino and the fake EDSA democracy..,,Text,21/08/19 8:20,https://drive.google.com/file/d/1Rv1tEDex8EkmM1gUQ29EjQtmFBvmslBY/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format",Date posted typo.
35-200,30/03/23 23:24:40,https://twitter.com/Dimebag15048863/status/962544597179101184,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@Dimebag15048863,Dimebag,Loud Music,Anonymous,17-Mar,37,6,"Dubai, United Arab Emirates",Fake Edsa Rev Celebration n nman. This only remind us how we’re being cheated by those Idiot Corporate Medias and the Idiot Yellow Shits. #NakakadiriAngDilaw,,Text,2/11/18 12:31,https://drive.google.com/file/d/1wqg8KS5QDFfjTWrLKkJ0jRRR_avftNwy/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,Spotty-Baboon,"Incorrect format, Incorrect format, Mislabeled","Date posted switched day and month.
Tweet is emotional too."
35-201,30/03/23 23:41:52,https://twitter.com/DomasigMarkJohn/status/1108129800114200577,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@DomasigMarkJohn,Mighty_Mark,Musician || Youth Leader || National Organizer || Political Scientist || Environmentalist || Future Lawyer,Anonymous,19-Mar,127,14,"Manila, Philippines","I will always be an advocate and a supporter of ""Never Again"" campaign. ""Never again"" to a fake EDSA people power. That is one of the most deceitful and the great regret of the Filipino People. Filipino today is much wiser and better.",,Text,20/03/19 6:15,https://drive.google.com/file/d/1GGmRrk1KjHRGSq1UHEK-AAZq13YeAJ7h/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,,,,,,,,,,
35-202,30/03/23 23:48:32,https://twitter.com/impein08/status/1494253183324942342,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@impein08,Haze.,Keep stalkin 14.71% of clown$ 🤓,Anonymous,21-Feb,33,7,"Bulacan, Philippines","Kahit saan kayo mag daos nyan for sure lalangawin kayo, Di na naniniwala mga tao dyan sa fake EDSA revolution nyo kayo kayo nalang mga 14.71%",,"Text, reply",17/02/22 18:11,https://drive.google.com/file/d/1IOcZLxp4ixtrs_UfMwwJtmhho-6WOAPV/view?usp=share_link,Rational,0,1,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,This tweet is part of a thread and is a reply to https://twitter.com/ytsvan/status/1492808983056629771,,,,,,,,,
35-203,30/03/23 00:08:31,https://twitter.com/dhangsupha/status/1599332875996135424,35,Herminio L. Gregorio IV,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,Fake EDSA Revolution,@dhangsupha,Armando Calma,Tahimik,Anonymous,23-Apr,20,1,"Laguna, Philippines","LANTAD NA ANG KAWALANGHIYAAN NG MGA AQUINO, MARAMI NA ANG NAMULAT SA FAKE EDSA REVOLUTION AT ANG PAGKAKAROON NG !PLIPINAS NG ISANG ABNORMAL NA PRESIDENTE",,"Text, reply",12/4/22 17:20,https://drive.google.com/file/d/1JY63kalmwTKIo5HSAo5BQ5-NVENuv2q8/view?usp=share_link,Rational,0,0,0,0,,FALSE,The EDSA Revolution is not fake. It was a real revolution led by the people to restore democracy. ,This tweet is a reply to https://twitter.com/GilCaliwliw/status/1599241420355035136,,,,,,,,,
